Test Case ID,DateTime,Duration (sec),Input Address,Actual Returned Address,Latitude,Longitude,PCode,Result Format OK?,Missing Fields,Error Type (if any),Exception/Traceback,Test Outcome,Notes,
TC_1398,8/8/2025 18:35,0.023, ဇေယျာသိဒ္ဓိ ၃လမ်း၊ရပ်ကွက်(၁)၊လှိုင်မြို့နယ်၊ရန်ကုန်၊မြန်မာ,(ဃ) ရပ်ကွက်၊ လှိုင်းဘွဲ့၊ လှိုင်းဘွဲ့၊ ဘားအံခရိုင်၊ ကရင်ပြည်နယ်,17.1229611,97.8164006,MMR003002701504,All fields present,None,No error,,Sanity check: Pass,,
TC_1399,8/8/2025 18:35,0.07," 75, တာမွေဘုရားလမ်း, တာမွေပလာဇာရှေ့, တာမွေ(က/ဂ-င)ရပ်ကွက်, တာမွေမြို့နယ်, ရန်ကုန် , မြန်မာ",တာမွေ၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.798007,96.1755692,MMR013015,All fields present,None,No error,,Sanity check: Pass,,
TC_1401,8/8/2025 18:35,0.066, မဟာဂန္ဓာရလမ်း၊(၄၈)ရပ်ကွက်၊မြောက်ဒဂုံမြို့နယ်၊ရန်ကုန်၊မြန်မာ,ဒဂုံ၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7924898,96.151373,MMR013043,All fields present,None,No error,,Sanity check: Pass,,
TC_1402,8/8/2025 18:35,0.018, ရပ်ကွက်(၂)၊ မောင်တောမြို့နယ်၊ ရခိုင်ပြည်နယ်၊ မြန်မာ,အစံကျော်ရပ်ကွက်၊ ခမောင်းဆိပ်၊ မောင်တော၊ မောင်တောခရိုင်၊ ရခိုင်ပြည်နယ်,21.2863932,92.3270926,MMR012009703502,All fields present,None,No error,,Sanity check: Pass,,
TC_1403,8/8/2025 18:35,0.012, ၈၂၊ မဟာဗန္ဓုလလမ်း၊ ပုဇွန်တောင်မြို့နယ်၊ ရန်ကုန်၊ မြန်မာ,အမှတ် (၁) ရပ်ကွက်၊ ပုဇွန်တောင်၊ ပုဇွန်တောင်၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7749924,96.1719226,MMR013016,All fields present,None,No error,,Sanity check: Pass,,
TC_1404,8/8/2025 18:35,0.064," သုဓမ္မလမ်း ၊ တာတလင်း ချောင်းရပ်ကွက် ၊ မြောက်ဥက္ကလာပ မြို့နယ် ၊ ရန်ကုန် , မြန်မာ",မြောက်ဥက္ကလာပ၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.8170491,96.1973871,MMR013012,All fields present,None,No error,,Sanity check: Pass,,
TC_1405,8/8/2025 18:35,0.07,ရဲရန်နိုင်လမ်း၊(၃၆)ရပ်ကွက်၊မြောက်ဒဂုံမြို့နယ်၊ရန်ကုန်၊မြန်မာ,ဒဂုံ၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7924898,96.151373,MMR013043,All fields present,None,No error,,Sanity check: Pass,,
TC_1406,8/8/2025 18:35,0.076, ကြိုးမဲ့ရပ်ကွက်၊ ပြည်မြို့၊ မင်္ဂလာဒုံမြို့နယ်၊ ရန်ကုန်၊ မြန်မာ,မင်္ဂလာဒုံ၊ ရန်ကုန်(မြောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,17.0412816,96.1341431,MMR013002,All fields present,None,No error,,Sanity check: Pass,,
TC_1408,8/8/2025 18:35,0.014, ရွှေသာကျောင်းလမ်း ၊ရပ်ကွက်(၄) ၊ ဖြူးမြို့နယ် ၊ဧရာဝတီ ၊မြန်မာ,ကညွတ်ကွင်းအနောက် (၁) ရပ်ကွက်၊ ကညွတ်ကွင်း၊ ဖြူး၊ တောင်ငူခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.3390595,96.4919018,MMR007012702503,All fields present,None,No error,,Sanity check: Pass,,
TC_1409,8/8/2025 18:35,0.069, အောင်တခွန်လမ်း၊ဝါးဆိုကားမှတ်တိုင်၊ဝါးဆိုရပ်ကွက်၊ဒေါပုံမြို့နယ်၊ရန်ကုန်၊မြန်မာ,ဒေါပုံ၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7984603,96.1963596,MMR013014,All fields present,None,No error,,Sanity check: Pass,,
TC_1410,8/8/2025 18:35,0.012, သီတာလမ်း၊သန်းလံ၊ရပ်ကွက်(၁၂)၊ရန်ကင်းမြို့နယ်၊ရန်ကုန်၊မြန်မာ,အမှတ် (၁) ရပ်ကွက်၊ ရန်ကင်း၊ ရန်ကင်း၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.8300537,96.1638531,MMR013010701501,All fields present,None,No error,,Sanity check: Pass,,
TC_1411,8/8/2025 18:35,0.01, ပေါင်းလောင်း ၈ လမ်း၊ ရွာကောက်ရပ်ကွက်၊ ပျဉ်းမနားမြို့နယ်၊ နေပြည်တော် ၊,ရွာကောက်ရပ်ကွက်၊ ပျဉ်းမနား၊ ပျဉ်းမနား၊ ဒက္ခိဏခရိုင်၊ နေပြည်တော်,19.7413519,96.2004383,MMR018006701501,All fields present,None,No error,,Sanity check: Pass,,
TC_1412,8/8/2025 18:35,0.066, ဘုရင့်နောင်လမ်း၊မျိုးသစ်(က/ခ)ရပ်ကွက်၊ အင်းစိန်မြို့နယ်၊ ရန်ကုန်၊ မြန်မာ၊,အင်းစိန်၊ ရန်ကုန်(မြောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.9150759,96.092849,MMR013001,All fields present,None,No error,,Sanity check: Pass,,
TC_1413,8/8/2025 18:35,0.013, ၁၉၁၊ ၂၇ လမ်း၊ အထက်ဘလောက်၊ ပန်းဘဲတန်းမြို့နယ်၊ ရန်ကုန်၊ မြန်မာ,အမှတ် (၁) ရပ်ကွက်၊ ပန်းဘဲတန်း၊ ပန်းဘဲတန်း၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7729671,96.1536927,MMR013034,All fields present,None,No error,,Sanity check: Pass,,
TC_1414,8/8/2025 18:35,0.069, မြကန်သာလမ်း၊ရပ်ကွက်(၅)၊လှိုင်မြို့နယ်၊ရန်ကုန်မြို့,လှိုင်၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.832133,96.126855,MMR013040,All fields present,None,No error,,Sanity check: Pass,,
TC_1415,8/8/2025 18:35,0.075,သံသုမာလမ်း ၊ သာယာရပ်ကွက် ၊ သင်္ဃန်းကျွန်းမြို့နယ် ၊ရန်ကုန် ၊မြန်မာ,သင်္ဃန်းကျွန်း၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.8170491,96.1973871,MMR013009,All fields present,None,No error,,Sanity check: Pass,,
TC_1416,8/8/2025 18:35,0.01, ရပ်ကွက် (၃)၊ ကျိုက်လတ်မြို့နယ်၊ ဧရာဝတီတိုင်းဒေသကြီး၊ မြန်မာနိုင်ငံ၊ ၇ လမ်းနှင့် ၈ လမ်းကြား၊,အမှတ် (၁) ရပ်ကွက်၊ ကျိုက်လတ်၊ ကျိုက်လတ်၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.4422479,95.7220845,MMR017025701501,All fields present,None,No error,,Sanity check: Pass,,
TC_1417,8/8/2025 18:35,0.072, မြေကြီးလမ်း ၊အိမ်တော်ရာဘုရားအနီး၊ပြည်လမ်း(အရှေ့)ရပ်ကွက်၊ဒဂုံမြို့နယ်၊ရန်ကုန် ၊မြန်မာ,ပြည်လမ်း (အရှေ့) ရပ်ကွက်၊ ဒဂုံ၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7927267,96.1434201,MMR013043701503,All fields present,None,No error,,Sanity check: Pass,,
TC_1419,8/8/2025 18:35,0.069,ပြည်လမ်း၊ထန်းပင်ကုန်း၊စောဘဝါကြီးကုန်းရပ်ကွက်၊အင်းစိန်မြို့နယ်၊ရန်ကုန်၊မြန်မာ,အင်းစိန်၊ ရန်ကုန်(မြောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.9150759,96.092849,MMR013001,All fields present,None,No error,,Sanity check: Pass,,
TC_1420,8/8/2025 18:35,0.071, ပါရမီလမ်း၊(၁၆)ရပ်ကွက်၊လှိုင်မြို့နယ်၊ရန်ကုန်မြို့,လှိုင်၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.832133,96.126855,MMR013040,All fields present,None,No error,,Sanity check: Pass,,
TC_1421,8/8/2025 18:35,1.221, ရန်ကုန်-ပြည်လမ်း၊ ပေါက်ကုန်းကျေးရွာ၊ ပြည်မြို့နယ်၊ ပဲခူးတိုင်းဒေသကြီး၊ မြန်မာ,ပဲခူးတိုင်းဒေသကြီး (အရှေ့),17.28701973,96.49085236,MMR007,All fields present,None,No error,,Sanity check: Pass,,
TC_1422,8/8/2025 18:35,0.009, ထီးကြီး၊စံပြရပ်ကွက်၊မင်္ဂလာဒုံမြို့နယ်၊ရန်ကုန်၊မြန်မာ။,ဒု-စံပြရပ်ကွက်၊ ထောက်ကြန့်၊ မင်္ဂလာဒုံ၊ ရန်ကုန်(မြောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,17.0414724,96.134299,MMR013002702504,All fields present,None,No error,,Sanity check: Pass,,
TC_1423,8/8/2025 18:35,0.068, ရန်ပြည်လမ်း ၊ရန်ပြည်လမ်း ၁၃လမ်းထောင့် ၊ရန်ပြည်လမ်း ရပ်ကွက်(၃) ၊သာကေတမြို့နယ် ၊ရန်ကုန် ၊မြန်မာ,သာကေတ၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7757007,96.1954313,MMR013013,All fields present,None,No error,,Sanity check: Pass,,
TC_1424,8/8/2025 18:35,0.012, ကွမ်းချမ်း(၇)လမ်း၊ရပ်ကွက်(၄)၊ကမာရွတ်မြို့နယ်၊ရန်ကုန်၊မြန်မာ,အမှတ် (၁) ရပ်ကွက်၊ ကမာရွတ်၊ ကမာရွတ်၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.832133,96.126855,MMR013041701501,All fields present,None,No error,,Sanity check: Pass,,
TC_1425,8/8/2025 18:35,0.064, တန်တာပင်ကျောင်းလမ်း၊ဆင်ငူရပ်ကွက်၊အင်းစိန်မြို့နယ်၊ရန်ကုန်၊မြန်မာ,အင်းစိန်၊ ရန်ကုန်(မြောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.9150759,96.092849,MMR013001,All fields present,None,No error,,Sanity check: Pass,,
TC_1426,8/8/2025 18:35,0.011,12၊ သုသာပူလမ်း၊ ပုဇွန်တောင်မြို့နယ်၊ ရန်ကုန်၊ မြန်မာ,အမှတ် (၁) ရပ်ကွက်၊ ပုဇွန်တောင်၊ ပုဇွန်တောင်၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7749924,96.1719226,MMR013016,All fields present,None,No error,,Sanity check: Pass,,
TC_1427,8/8/2025 18:35,0.065, မြစပယ်လမ်း၊(၁၂၅)ရပ်ကွက်၊ အရှေ့ဒဂုံမြို့နယ်၊ရန်ကုန်၊မြန်မာ,ဒဂုံ၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7924898,96.151373,MMR013043,All fields present,None,No error,,Sanity check: Pass,,
TC_1429,8/8/2025 18:35,0.064, မဟာဗန္ဓုလလမ်း၊၅လမ်းထောင့်၊ရပ်ကွက်(၅)၊ရုပ်ပုံးမြို့နယ်၊ဧရာဝတီ၊မြန်မာ၊,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%99%E1%80%9F%E1%80%AC%E1%80%97%E1%80%94%E1%80%B9%E1%80%93%E1%80%AF%E1%80%9C%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%81%8A%E1%81%85%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%80%91%E1%80%B1%E1%80%AC%E1%80%84%E1%80%B7%E1%80%BA%E1%81%8A%E1%80%9B%E1%80%95%E1%80%BA%E1%80%80%E1%80%BD%E1%80%80%E1%80%BA%E1%81%85%E1%81%8A%E1%80%9B%E1%80%AF%E1%80%95%E1%80%BA%E1%80%95%E1%80%AF%E1%80%B6%E1%80%B8%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B7%E1%80%94%E1%80%9A%E1%80%BA%E1%81%8A%E1%80%A7%E1%80%9B%E1%80%AC%E1%80%9D%E1%80%90%E1%80%AE%E1%81%8A%E1%80%99%E1%80%BC%E1%80%94%E1%80%BA%E1%80%99%E1%80%AC%E1%81%8A&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF7C79F680>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_1430,8/8/2025 18:35,0.076, 11/13၊ ကျောက်မြောင်းလမ်း၊ မလှကုန်းလမ်းထောင့်၊ ကြာရှည်သစ်ရပ်ကွက်၊ တာမွေမြို့နယ်၊ ရန်ကုန် ၊ မြန်မာ,တာမွေ၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.798007,96.1755692,MMR013015,All fields present,None,No error,,Sanity check: Pass,,
TC_1431,8/8/2025 18:35,0.042,ဦးဝိစာရအိမ်ရာ၊၊ဒဂုံမြို့နယ်၊ရန်ကုန်၊မြန်မာ,ဘုရားကြီးရပ်ကွက်၊ ဒဂုံ၊ ဒဂုံ၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7924898,96.151373,MMR013043,All fields present,None,No error,,Sanity check: Pass,,
TC_1432,8/8/2025 18:35,0.012, 138၊ ကမ္ဘာအေးဘုရားလမ်း၊ တက္ကသိုလ်ရိပ်သာလမ်းသစ်ထောင့်၊ ကိုးကန့်၊ ဆရာစံရပ်ကွက်၊ ဗဟန်းမြို့နယ်၊ ရန်ကုန်၊ မြန်မာ၊,ဆရာစံမြောက်အရှေ့ရပ်ကွက်  ၊ ဗဟန်း၊ ဗဟန်း၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.8236622,96.1647773,MMR013044701508,All fields present,None,No error,,Sanity check: Pass,,
TC_1433,8/8/2025 18:35,0.064," 71, ဗဟို (အနောက်) စိန့်, ဆရာစံ (အနောက်မြောက်)ရပ်ကွက်, ဗဟန်းမြို့နယ်, ရန်ကုန် , မြန်မာ",ဗဟန်း၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.8025814,96.1618765,MMR013044,All fields present,None,No error,,Sanity check: Pass,,
TC_1434,8/8/2025 18:35,0.062, ရေတာရှားလမ်းသစ်၊ရေတာရှာရပ်ကွက်၊ဗဟန်းမြို့နယ်၊ရန်ကုန်၊မြန်မာ,ဗဟန်း၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.8025814,96.1618765,MMR013044,All fields present,None,No error,,Sanity check: Pass,,
TC_1435,8/8/2025 18:35,0.069,အောင်မြင်ကုန်းဘုရားလမ်း၊ကျောင်းကြီးရပ်ကွက်၊မင်္ဂလာဒုံမြို့နယ်၊ရန်ကုန်မြို့၊မြန်မာ။,မင်္ဂလာဒုံ၊ ရန်ကုန်(မြောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,17.0412816,96.1341431,MMR013002,All fields present,None,No error,,Sanity check: Pass,,
TC_1436,8/8/2025 18:35,0.064, မိုးမခလမ်း၊ဘိုချိုရပ်ကွက်(၂)၊ဗဟန်းမြို့နယ်၊ရန်ကုန်၊မြန်မာ,ဗဟန်း၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.8025814,96.1618765,MMR013044,All fields present,None,No error,,Sanity check: Pass,,
TC_1437,8/8/2025 18:35,0.011, လမ်းမတော်လမ်း၊ရပ်ကွက်(၃)၊၊မင်းလှမြို့နယ်၊ပဲခူးတိုင်းဒေသကြီး၊မြန်မာ,ကန်ကြီးတန်းရပ်ကွက်၊ မင်းလှ၊ မင်းလှ၊ သာယာဝတီခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အနောက်),17.9790963,95.7062924,MMR008009701502,All fields present,None,No error,,Sanity check: Pass,,
TC_1439,8/8/2025 18:35,0.015, ဇောတိကလမ်း ၊ ယာ ယာ က ခြံ အနီး ၊ ရပ်ကွက် (၁၆/၁ ) ၊ သင်္ဃန်းကျွန်း မြို့နယ် ၊ ရန်ကုန် ၊,ဃ-ရပ်ကွက်၊ သင်္ဃန်းကျွန်း၊ သင်္ဃန်းကျွန်း၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.8170491,96.1973871,MMR013009701504,All fields present,None,No error,,Sanity check: Pass,,
TC_1440,8/8/2025 18:35,0.062,ပြည်သာလမ်း၊ရပ်ကွက်(၁)၊ဒေဒေးမြို့နယ်၊ဧရာဝတီ၊မြန်မာ,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%95%E1%80%BC%E1%80%8A%E1%80%BA%E1%80%9E%E1%80%AC%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%81%8A%E1%80%9B%E1%80%95%E1%80%BA%E1%80%80%E1%80%BD%E1%80%80%E1%80%BA%E1%81%81%E1%81%8A%E1%80%92%E1%80%B1%E1%80%92%E1%80%B1%E1%80%B8%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B7%E1%80%94%E1%80%9A%E1%80%BA%E1%81%8A%E1%80%A7%E1%80%9B%E1%80%AC%E1%80%9D%E1%80%90%E1%80%AE%E1%81%8A%E1%80%99%E1%80%BC%E1%80%94%E1%80%BA%E1%80%99%E1%80%AC&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF785387A0>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_1441,8/8/2025 18:35,0.071, ဗိုလ်ချိုလမ်း၊(၄၆)ရပ်ကွက်၊မြောက်ဒဂုံမြို့နယ်၊ရန်ကုန်၊မြန်မာ,ဒဂုံ၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7924898,96.151373,MMR013043,All fields present,None,No error,,Sanity check: Pass,,
TC_1442,8/8/2025 18:35,0.009, မင်္ဂလာလမ်း၊(၁၃)ရပ်ကွက်၊တောင်ဥက္ကလာပမြို့နယ်၊ရန်ကုန်၊မြန်မာ,အမှတ် (၁၃) ရပ်ကွက်၊ တောင်ဥက္ကလာပ၊ တောင်ဥက္ကလာပ၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.843366,96.1978055,MMR013011701511,All fields present,None,No error,,Sanity check: Pass,,
TC_1443,8/8/2025 18:35,0.008, သီတာလမ်း၊(၁၀)ရပ်ကွက်၊တောင်ဥက္ကလာပမြို့နယ်၊ရန်ကုန်၊မြန်မာ,အမှတ် (၁၀) ရပ်ကွက်၊ တောင်ဥက္ကလာပ၊ တောင်ဥက္ကလာပ၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.843538,96.1822769,MMR013011701508,All fields present,None,No error,,Sanity check: Pass,,
TC_1444,8/8/2025 18:35,0.022, ပြည်လမ်း ၊ 6 ½ မိုင် ၊ ရပ်ကွက် ( 11 ) ၊ လှိုင်မြို့နယ် ၊ ရန်ကုန် ၊,(ဃ) ရပ်ကွက်၊ လှိုင်းဘွဲ့၊ လှိုင်းဘွဲ့၊ ဘားအံခရိုင်၊ ကရင်ပြည်နယ်,17.1229611,97.8164006,MMR003002701504,All fields present,None,No error,,Sanity check: Pass,,
TC_1445,8/8/2025 18:35,0.063, ဗဟိုလမ်း၊ ပန်းတနော်လမ်းထောင့်၊ လင်းလွန်း(တောင်)ရပ်ကွက်၊ စမ်းချောင်းမြို့နယ်၊ ရန်ကုန်၊ မြန်မာ၊,စမ်းချောင်း၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7994529,96.1311779,MMR013039,All fields present,None,No error,,Sanity check: Pass,,
TC_1446,8/8/2025 18:35,0.011, ၇၃/၇၅၊ဟံသာဝတီလမ်း၊ရပ်ကွက်(၅)၊ကမာရွတ်မြို့နယ်၊ရန်ကုန်၊မြန်မာ၊,အမှတ် (၁) ရပ်ကွက်၊ ကမာရွတ်၊ ကမာရွတ်၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.832133,96.126855,MMR013041701501,All fields present,None,No error,,Sanity check: Pass,,
TC_1447,8/8/2025 18:35,0.062, ၃၄လမ်း၊ဓမ္မာစရိယလမ်း၊သန်းတာဒါရပ်ကွက်၊စမ်းချောင်းမြို့နယ်၊ရန်ကုန်၊မြန်မာ။,စမ်းချောင်း၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7994529,96.1311779,MMR013039,All fields present,None,No error,,Sanity check: Pass,,
TC_1448,8/8/2025 18:35,0.013," ဟံသာဝတီလမ်း ၊ ကျွန်းတောလမ်းထောင့် ၊ မွန့်လက်တော်ကုန်း ( တောင် ) ရပ်ကွက် ၊ စမ်းချောင်းမြို့နယ် ၊ ရန်ကုန် , မြန်မာ",အောင်ချမ်းသာရပ်ကွက်၊ စမ်းချောင်း၊ စမ်းချောင်း၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7994529,96.1311779,MMR013039701514,All fields present,None,No error,,Sanity check: Pass,,
TC_1449,8/8/2025 18:35,0.01, 15၊ ရှမ်းကုန်းလမ်း၊ မြနီကုန်း (မြောက်)ရပ်ကွက်၊ စမ်းချောင်းမြို့နယ်၊ ရန်ကုန်၊ မြန်မာ၊,ကျွန်းတော (မြောက်) ရပ်ကွက်၊ စမ်းချောင်း၊ စမ်းချောင်း၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.8108383,96.1324995,MMR013039701505,All fields present,None,No error,,Sanity check: Pass,,
TC_1450,8/8/2025 18:35,0.013, ၇၊ ၂၈ လမ်း၊ အောက်ဘလောက်၊ ပန်းဘဲတန်းမြို့နယ်၊ ရန်ကုန်၊ မြန်မာ,အမှတ် (၁) ရပ်ကွက်၊ ပန်းဘဲတန်း၊ ပန်းဘဲတန်း၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7729671,96.1536927,MMR013034,All fields present,None,No error,,Sanity check: Pass,,
TC_1451,8/8/2025 18:35,0.011, ဘုရင့်နောင် ၁၂ လမ်း၊ ရန်ကုန်သစ်ရပ်ကွက်၊ သင်္ဃန်းကျွန်းမြို့နယ်၊ ရန်ကုန်၊ မြန်မာ၊,ရန်ကုန်သစ်ရပ်ကွက်၊ သင်္ဃန်းကျွန်း၊ သင်္ဃန်းကျွန်း၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.8278567,96.2099933,MMR013009701526,All fields present,None,No error,,Sanity check: Pass,,
TC_1452,8/8/2025 18:35,0.069," ပြည်လမ်း ၊ မြောက်ဥက္ကလာပ ရပ်ကွက် ၊ မင်္ဂလာဒုံ မြို့နယ် ၊ ရန်ကုန် , မြန်မာ",မင်္ဂလာဒုံ၊ ရန်ကုန်(မြောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,17.0412816,96.1341431,MMR013002,All fields present,None,No error,,Sanity check: Pass,,
TC_1453,8/8/2025 18:35,0.067, 19၊ 140 လမ်း၊ မဦးကုန်းရပ်ကွက်၊ တာမွေမြို့နယ်၊ ရန်ကုန်၊,တာမွေ၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.798007,96.1755692,MMR013015,All fields present,None,No error,,Sanity check: Pass,,
TC_1454,8/8/2025 18:35,0.015,မင်းရဲကျော်စွာလမ်း၊ရပ်ကွက်(၇)၊တောင်ဥက္ကလာပမြို့နယ်၊ရန်ကုန်၊မြန်မာ,အမှတ် (၁၀) ရပ်ကွက်၊ တောင်ဥက္ကလာပ၊ တောင်ဥက္ကလာပ၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.843538,96.1822769,MMR013011701508,All fields present,None,No error,,Sanity check: Pass,,
TC_1455,8/8/2025 18:35,0.069, ဗလမင်းထင်လမ်း၊ရပ်ကွက်(၅၀)၊မြောက်ဒဂုံမြို့နယ်၊ရန်ကုန်၊မြန်မာ,ဒဂုံ၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7924898,96.151373,MMR013043,All fields present,None,No error,,Sanity check: Pass,,
TC_1456,8/8/2025 18:35,0.082, အောဘလမ်း၊ထွက်ကျီ၊ဘောလုံကွင်းရပ်ကွက်၊မင်္ဂလာဒုံမြို့နယ်၊ရန်ကုန်၊မြန်မာ။,မင်္ဂလာဒုံ၊ ရန်ကုန်(မြောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,17.0412816,96.1341431,MMR013002,All fields present,None,No error,,Sanity check: Pass,,
TC_1457,8/8/2025 18:35,0.08, ဘိုအုတ်တမလမ်း၊(၅)ရပ်ကွက်၊ အရှေ့ဒဂုံမြို့နယ်၊ရန်ကုန်၊မြန်မာ,ဒဂုံ၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7924898,96.151373,MMR013043,All fields present,None,No error,,Sanity check: Pass,,
TC_1458,8/8/2025 18:35,0.072, ရွာလယ်လမ်း၊စံကြီးဝါရပ်ကွက်၊မင်္ဂလာဒုံမြို့နယ်၊ရန်ကုန်၊မြန်မာ,မင်္ဂလာဒုံ၊ ရန်ကုန်(မြောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,17.0412816,96.1341431,MMR013002,All fields present,None,No error,,Sanity check: Pass,,
