Test Case ID,DateTime,Duration (sec),Input Address,Actual Returned Address,Latitude,Longitude,PCode,Result Format OK?,Missing Fields,Error Type (if any),Exception/Traceback,Test Outcome,Notes,
TC_0449,8/8/2025 18:34,0.016,ထားဝယ် - မြိတ် လမ်းမ ၊ မြို. မ ရပ်ကွက်၊ သရက်ချောင်း မြို့နယ်။,ကျောက်မြောင်းရပ်ကွက်၊ သရက်ချောင်း၊ သရက်ချောင်း၊ ထားဝယ်ခရိုင်၊ တနင်္သာရီတိုင်းဒေသကြီး,13.866187,98.2582188,MMR006003701502,All fields present,None,No error,,Sanity check: Pass,,
TC_0450,8/8/2025 18:34,0.066,အမှတ် (၃၄) အာဇာနည်လမ်း၊   ကျပ်ပြင်ရပ်ကွက် ထားဝယ် မြို့။,ထားဝယ်၊ ထားဝယ်ခရိုင်၊ တနင်္သာရီတိုင်းဒေသကြီး,14.0867876,98.1885265,MMR006001701,All fields present,None,No error,,Sanity check: Pass,,
TC_0451,8/8/2025 18:34,0.066,အမှတ် (၅၀) ဗိုလ်ချုု ပ်လမ်းနှင့်မြို့ သစ်လမ်းထောင့်၊ အနောက် ရပ်ကွက် ထားဝယ်မြို့။,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%A1%E1%80%99%E1%80%BE%E1%80%90%E1%80%BA+%E1%81%85%E1%81%80+%E1%80%97%E1%80%AD%E1%80%AF%E1%80%9C%E1%80%BA%E1%80%81%E1%80%BB%E1%80%AF%E1%80%AF+%E1%80%95%E1%80%BA%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%80%94%E1%80%BE%E1%80%84%E1%80%B7%E1%80%BA%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B7+%E1%80%9E%E1%80%85%E1%80%BA%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%80%91%E1%80%B1%E1%80%AC%E1%80%84%E1%80%B7%E1%80%BA%E1%81%8A+%E1%80%A1%E1%80%94%E1%80%B1%E1%80%AC%E1%80%80%E1%80%BA+%E1%80%9B%E1%80%95%E1%80%BA%E1%80%80%E1%80%BD%E1%80%80%E1%80%BA+%E1%80%91%E1%80%AC%E1%80%B8%E1%80%9D%E1%80%9A%E1%80%BA%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B7%E1%81%8B&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF78268740>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0452,8/8/2025 18:34,0.074,အိမ်အမှတ်(၁၁၇) ပင်လုံးလမ်း ရန်ကြီအောင်ရပ်ကွက် ရေးမြို့။ ,ရေး၊ မော်လမြိုင်ခရိုင်၊ မွန်ပြည်နယ်,16.4543173,97.6439611,MMR011006701,All fields present,None,No error,,Sanity check: Pass,,
TC_0453,8/8/2025 18:34,0.012,အမှတ် (၃/၆၃) ဘုရင့်နောင်လမ်း အမှတ်(3)ရပ်ကွက်  ဘုရားသုံးဆူမြို့။,အမှတ် (၁) ရပ်ကွက်၊ ဘုရားသုံးဆူ၊ ကြာအင်းဆိပ်ကြီး၊ ကော့ကရိတ်ခရိုင်၊ ကရင်ပြည်နယ်,15.3138585,98.3800516,MMR003007702501,All fields present,None,No error,,Sanity check: Pass,,
TC_0454,8/8/2025 18:34,0.004,အမှတ်(၁) ဗိုလ်ချုပ်လမ်း ၊ လမိုင်းမြို. ၊ ရေးမြို.နယ် ။  လမင်းလာဖုန်းဆိုင်,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%A1%E1%80%99%E1%80%BE%E1%80%90%E1%80%BA%E1%81%81+%E1%80%97%E1%80%AD%E1%80%AF%E1%80%9C%E1%80%BA%E1%80%81%E1%80%BB%E1%80%AF%E1%80%95%E1%80%BA%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8+%E1%81%8A+%E1%80%9C%E1%80%99%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%B8%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%81%8B++%E1%81%8A+%E1%80%9B%E1%80%B1%E1%80%B8%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%81%8B+%E1%80%94%E1%80%9A%E1%80%BA+%E1%81%8B++%E1%80%9C%E1%80%99%E1%80%84%E1%80%BA%E1%80%B8%E1%80%9C%E1%80%AC%E1%80%96%E1%80%AF%E1%80%94%E1%80%BA%E1%80%B8%E1%80%86%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF78608F20>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0455,8/8/2025 18:34,0.014,အိမ်အမှတ် (၅၇) အောင်ဆန်းလမ်း အောင်မင်္ဂလာရက်ကွက်  သံဖြူဇရပ် မြို့နယ်။,အောင်ပင်လယ်ရပ်ကွက်၊ ကျိုက္ခမီ၊ သံဖြူဇရပ်၊ မော်လမြိုင်ခရိုင်၊ မွန်ပြည်နယ်,16.0765691,97.5843171,MMR011004,All fields present,None,No error,,Sanity check: Pass,,
TC_0456,8/8/2025 18:34,0.071,အမှတ်(၉၇)၊မော်-သံလမ်း၊ဆည်မြောင်းလမ်းဝ၊မြို့မ(၄)ရပ်ကွက်၊မုဒုံမြို့။,မုဒုံ၊ မော်လမြိုင်ခရိုင်၊ မွန်ပြည်နယ်,16.2518941,97.7208397,MMR011005701,All fields present,None,No error,,Sanity check: Pass,,
TC_0457,8/8/2025 18:34,0.01,အိမ်အမှတ်- 273 မိန်း လမ်းမကြီး ရန်မျိုးအောင် ရပ်ကွက်(4) ကျိုက်မရောမြို့ မွန်ပြည်နယ် (စံပယ်ဖြူ စတိုး),ရန်မျိုးအောင်ရပ်ကွက်၊ ကျိုက်မရော၊ ကျိုက်မရော၊ မော်လမြိုင်ခရိုင်၊ မွန်ပြည်နယ်,16.3654795,97.7216043,MMR011002701502,All fields present,None,No error,,Sanity check: Pass,,
TC_0458,8/8/2025 18:34,0.066,အမှတ်(၃၄၈)၊ဒညင်းကုန်းရပ်၊အောက်လမ်းမကြီး၊မော်လမြိုင်မြို့,မော်လမြိုင်၊ မော်လမြိုင်ခရိုင်၊ မွန်ပြည်နယ်,16.4972136,97.637689,MMR011001701,All fields present,None,No error,,Sanity check: Pass,,
TC_0459,8/8/2025 18:34,0.994,အိမ်အမှတ်.(၆) ဘုရားလမ်း စက်ပိုင်းရပ်ကွက်  ကော့ဘိန်းရွာ  ကော့ကရိတ်မြို့နယ်။,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%A1%E1%80%AD%E1%80%99%E1%80%BA%E1%80%A1%E1%80%99%E1%80%BE%E1%80%90%E1%80%BA%E1%81%8B+%E1%81%86+%E1%80%98%E1%80%AF%E1%80%9B%E1%80%AC%E1%80%B8%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8+%E1%80%85%E1%80%80%E1%80%BA%E1%80%95%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%B8%E1%80%9B%E1%80%95%E1%80%BA%E1%80%80%E1%80%BD%E1%80%80%E1%80%BA++%E1%80%80%E1%80%B1%E1%80%AC%E1%80%B7%E1%80%98%E1%80%AD%E1%80%94%E1%80%BA%E1%80%B8%E1%80%9B%E1%80%BD%E1%80%AC++%E1%80%80%E1%80%B1%E1%80%AC%E1%80%B7%E1%80%80%E1%80%9B%E1%80%AD%E1%80%90%E1%80%BA%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B7%E1%80%94%E1%80%9A%E1%80%BA%E1%81%8B&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF78269A00>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0460,8/8/2025 18:34,0.016,"အမှတ်(၆),ဗိုလ်ချုပ်လမ်း ဇိနသုခဘုရားအနီး,ကော့ကရိတ်မြို့။ ",အထက်တောင်သူစုရပ်ကွက်၊ ကော့ကရိတ်၊ ကော့ကရိတ်၊ ကော့ကရိတ်ခရိုင်၊ ကရင်ပြည်နယ်,16.5573782,98.2404397,MMR003006701,All fields present,None,No error,,Sanity check: Pass,,
TC_0461,8/8/2025 18:34,0.019,အမှတ် (၈၉) ကမ္ဘာအေးဘုရားလမ်း ၊ ပေါင်မြို့။,အမှတ် (၁) ရပ်ကွက်၊ သာပေါင်း၊ သာပေါင်း၊ ပုသိမ်ခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,17.0416875,94.8028237,MMR017003701,All fields present,None,No error,,Sanity check: Pass,,
TC_0462,8/8/2025 18:34,0.984,အမှတ်(၄/၆) လမ်းမကြီးတန်း သစ္စာရပ်ကွက် သာမညကျေးရွာ ဘားအံမြို့နယ်။,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%A1%E1%80%99%E1%80%BE%E1%80%90%E1%80%BA%E1%81%84%2F%E1%81%86+%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%80%99%E1%80%80%E1%80%BC%E1%80%AE%E1%80%B8%E1%80%90%E1%80%94%E1%80%BA%E1%80%B8+%E1%80%9E%E1%80%85%E1%80%B9%E1%80%85%E1%80%AC%E1%80%9B%E1%80%95%E1%80%BA%E1%80%80%E1%80%BD%E1%80%80%E1%80%BA+%E1%80%9E%E1%80%AC%E1%80%99%E1%80%8A%E1%80%80%E1%80%BB%E1%80%B1%E1%80%B8%E1%80%9B%E1%80%BD%E1%80%AC+%E1%80%98%E1%80%AC%E1%80%B8%E1%80%A1%E1%80%B6%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B7%E1%80%94%E1%80%9A%E1%80%BA%E1%81%8B&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF77ECAE70>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0463,8/8/2025 18:34,0.073,အမှတ် (၈/၅)ဇာသပြင်လမ်း၊ အင်းနေရပ်၊ အိန်ဒု၊ ဘားအံမြို့နယ်။,ဘားအံ၊ ဘားအံခရိုင်၊ ကရင်ပြည်နယ်,16.875913,97.6439611,MMR003001,All fields present,None,No error,,Sanity check: Pass,,
TC_0464,8/8/2025 18:34,0.011,အမှတ်  (၁ )  ဗိုလ်ချုပ်လမ်း   ဘားအံမြို့။ (ဖိုးလမင်း စတိုး),အောင်နန်းမင်္ဂလာရပ်ကွက်၊ ဘားအံ၊ ဘားအံ၊ ဘားအံခရိုင်၊ ကရင်ပြည်နယ်,16.875913,97.6439611,MMR003001701,All fields present,None,No error,,Sanity check: Pass,,
TC_0465,8/8/2025 18:34,0.008,အမှတ် (၅၅) မင်းလမ်း၊ အောက်ကျင်းရပ်ကွက်၊  သ ထုံမြို့။,အောက်ကျင်းရပ်ကွက်၊ သထုံ၊ သထုံ၊ သထုံခရိုင်၊ မွန်ပြည်နယ်,16.9270749,97.3678624,MMR011007701503,All fields present,None,No error,,Sanity check: Pass,,
TC_0466,8/8/2025 18:34,0.06,အမှတ်(၄၅)အနောက်မင်္ဂလာလမ်း၊ ဘိုးရာဇာရပ်ကွက် ၊ ဘီးလင်းမြို့။ ဇာခြည်ဦး,ဖိုးရာဇာရပ်ကွက်၊ ဘီးလင်း၊ သထုံခရိုင်၊ မွန်ပြည်နယ်,17.2167004,97.2302295,MMR011010701502,All fields present,None,No error,,Sanity check: Pass,,
TC_0467,8/8/2025 18:34,0.015,တပင်ရွှေထီးလမ်းနှင့်ရွှေ ချောင်းလမ်းထောင့်၊ခွန်းချိုသာကုန်းအနီး၊ပဲခူးမြို့,ဗိုလ်ကုန်းရပ်ကွက်၊ ပဲခူး၊ ပဲခူး၊ ပဲခူးခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.3312802,96.0679194,MMR007001701,All fields present,None,No error,,Sanity check: Pass,,
TC_0468,8/8/2025 18:34,0.06,ညစျေးလမ်း၊ပန်းပဲတန်းရပ်၊ရွှေကျင်မြို့,ပန်းဘဲတန်းရပ်ကွက်၊ ရွှေကျင်၊ ပဲခူးခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),17.9293172,96.8806743,MMR007008701506,All fields present,None,No error,,Sanity check: Pass,,
TC_0469,8/8/2025 18:34,0.009,အမှတ်(၈၇)၊ဦးစံကျော်လမ်း၊ဈေးပိုင်းရပ်ကွက်၊ကျောက်တံခါးမြို့။,ဈေးပိုင်းရပ်ကွက်၊ ကျောက်တံခါး၊ ကျောက်တံခါး၊ ပဲခူးခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),17.7973698,96.6711627,MMR007006701503,All fields present,None,No error,,Sanity check: Pass,,
TC_0470,8/8/2025 18:34,0.012,မီးပွိုင့်အနီး၊ပဲခူးလမ်း၊ဖြူးမြို့နယ်,ကညွတ်ကွင်းအနောက် (၁) ရပ်ကွက်၊ ကညွတ်ကွင်း၊ ဖြူး၊ တောင်ငူခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.3390595,96.4919018,MMR007012,All fields present,None,No error,,Sanity check: Pass,,
TC_0471,8/8/2025 18:34,0.06,ပြည်လမ်း၊ကြက်သွန်းခင်း(၂)ရပ်ကွက်၊အုတ်တွင်းမြို့  ,ကြက်သွန်ခင်း (၁) ရပ်ကွက်၊ အုတ်တွင်း၊ တောင်ငူခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.8312512,96.4103979,MMR007013701505,All fields present,None,No error,,Sanity check: Pass,,
TC_0472,8/8/2025 18:34,0.068,ရန်ကုန် မန္တလေးကားလမ်း၊ တောင်ပိုင်း၃ရပ်ကွက်၊ နတ်ကြီးစင်အနီး ရေနီမြို့ ။,ရေနီ၊ တောင်ငူခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),19.4738676,96.2681327,MMR007010703,All fields present,None,No error,,Sanity check: Pass,,
TC_0473,8/8/2025 18:34,0.063,ကုန်သည်လမ်း။ (၁၇) ရပ်ကွက်၊ ‌တောင်ငူမြို့။,တောင်ငူ၊ တောင်ငူခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.9398354,96.4343621,MMR007009701,All fields present,None,No error,,Sanity check: Pass,,
TC_0474,8/8/2025 18:34,0.068,အိမ်အမှတ်(၆၁)-၅-ရပ်ကွက် ကမ်းနားလမ်းနှင့်၇လမ်းထိပ် မအူပင်မြို့ ,မအူပင်၊ မအူပင်ခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.6975417,95.7247169,MMR017019701,All fields present,None,No error,,Sanity check: Pass,,
TC_0475,8/8/2025 18:34,0.01,အမှတ်(၁၅) ၅လမ်း(ဦးစန္ဒာလမ်း ) ၃ ရပ်ကွက် ကျိုက်လတ်မြို့,အမှတ် (၃) ရပ်ကွက်၊ ကျိုက်လတ်၊ ကျိုက်လတ်၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.4445986,95.7275643,MMR017025701503,All fields present,None,No error,,Sanity check: Pass,,
TC_0476,8/8/2025 18:34,0.008,အမှတ်(၃/ခ) တတိယလမ်း (၅)ရပ်ကွက် ဘိုကလေးမြို့ ,အမှတ် (၅) ရပ်ကွက်၊ ဘိုကလေး၊ ဘိုကလေး၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.2864333,95.4018087,MMR017024701505,All fields present,None,No error,,Sanity check: Pass,,
TC_0477,8/8/2025 18:34,0.063,အမှတ်(၇၃) အမှတ်(၂)ရပ်ကွက် လမ်းမတော်လမ်း၊ဒေးဒရဲမြို့နယ်,အမှတ် (၁) ရပ်ကွက်၊ ဒေးဒရဲ၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.4084134,95.8855146,MMR017026701501,All fields present,None,No error,,Sanity check: Pass,,
TC_0478,8/8/2025 18:34,0.01,အမှတ်​ ၆၃ မဟာဗန္ဓူလ လမ်းမကြီး ၄ ရပ်​ကွက်​ ​မော်​လမြိုင်​ကျွန်းမြို့,အမှတ် (၄) ရပ်ကွက်၊ မော်လမြိုင်ကျွန်း၊ မော်လမြိုင်ကျွန်း၊ လပွတ္တာခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.3838587,95.2606084,MMR017018701504,All fields present,None,No error,,Sanity check: Pass,,
TC_0479,8/8/2025 18:34,0.009,အိမ်အမှတ်(၃၃၅) ဗိုလ်ချူပ်လမ်း (၄)ရပ်ကွက် ညောင်တုန်းမြို့,အမှတ် (၄) ရပ်ကွက်၊ ညောင်တုန်း၊ ညောင်တုန်း၊ မအူပင်ခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,17.0437082,95.6431662,MMR017021701504,All fields present,None,No error,,Sanity check: Pass,,
TC_0480,8/8/2025 18:34,0.004,"အမှတ် (၄/၅)  ဘုရင့်နောင်လမ်း, ပန်းတနော် ",,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%A1%E1%80%99%E1%80%BE%E1%80%90%E1%80%BA+%E1%81%84%2F%E1%81%85++%E1%80%98%E1%80%AF%E1%80%9B%E1%80%84%E1%80%B7%E1%80%BA%E1%80%94%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%81%8A++%E1%80%95%E1%80%94%E1%80%BA%E1%80%B8%E1%80%90%E1%80%94%E1%80%B1%E1%80%AC%E1%80%BA&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF7826A360>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0481,8/8/2025 18:34,0.038,နံပါတ် (၂၂) ဒုတိယလမ်း ၆ ရပ်ကွက်,အမှတ် (၆) ရပ်ကွက်၊ ဘိုကလေး၊ ဘိုကလေး၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.2864333,95.4018087,MMR017024701506,All fields present,None,No error,,Sanity check: Pass,,
TC_0482,8/8/2025 18:34,0.069,နိုင်မိုဘိုင်း၊ ဓနုဖြူ။,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%99%E1%80%AD%E1%80%AF%E1%80%98%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%B8%E1%81%8A+%E1%80%93%E1%80%94%E1%80%AF%E1%80%96%E1%80%BC%E1%80%B0%E1%81%8B&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF78608EC0>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0483,8/8/2025 18:34,0.077,အမှတ်(၉) ၅လမ်း (၂)ရပ်ကွက် မြောင်းမြမြို။,အမှတ် (၂) ရပ်ကွက်၊ ဘိုကလေး၊ ဘိုကလေး၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.2864333,95.4018087,MMR017024701502,All fields present,None,No error,,Sanity check: Pass,,
TC_0484,8/8/2025 18:34,0.014,အိမ်အမှတ်( ၁၆၁)-ဖြတ်လမ်း ၁ အနောက်ပိုင်းရပ်ကွက်၊ ကျောက်ဖြူမြို့။ မိဘမေတ္တာဖုန်းဆိုင်,အနောက်ပိုင်းရပ်ကွက်၊ ကျောက်ဖြူ၊ ကျောက်ဖြူ၊ ကျောက်ဖြူခရိုင်၊ ရခိုင်ပြည်နယ်,19.4212029,93.5458489,MMR012011701504,All fields present,None,No error,,Sanity check: Pass,,
TC_0485,8/8/2025 18:34,0.066,အိမ်အမှတ်(၁၉၈) ကမ်းနားလမ်း မြို့သစ်ရပ်ကွက်  ကျောက်တော်မြို့ ။,ဖလမ်း၊ ဖလမ်းခရိုင်၊ ချင်းပြည်နယ်,22.9141928,93.6750005,MMR004001701,All fields present,None,No error,,Sanity check: Pass,,
TC_0486,8/8/2025 18:34,0.068,အမှတ် (၆) အလယ်လမ်း လက်ပံရပ် ရပ်ကွက် ကမ္ဘောဇဘဏ်ရှေ့ ၊ မြန်အောင်မြို့။ မင်းစံအိမ် ဖုန်းဆိုင်,မြန်အောင်၊ ဟင်္သာတခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,18.2707494,95.3207069,MMR017011701,All fields present,None,No error,,Sanity check: Pass,,
